Gene name,Ensembl ID,lead SNP,Trait,Other Traits GWAS significant in meta-analysis,chr,Variant_posa,Entrez ID,Biotype,Distanceb,<500kbpc,GWAS Hitd,All_evidencee,MostSevereConsequencef,PPC_Gene_MODERATEandHIGHg,EO_OAh,"bone diseases, developmentali",Coloc_Tissuesj,Piccolo_Tissuesk,MetaXcan_Tissuesl,Animal_Skeletonm,Prot_logFCn,Prot_FDRo,RNASeq_logFCp,RNASeq_FDRq,msh_Mendelr
PDXDC2P,ENSG00000255185,rs6499244,OA_knee,OA_kneehip,16,69735271,NA,transcribed_unprocessed_pseudogene,-364577,1,50,_coloc_MetaXcan_,NA,NA,NA,NA,gtex7_brain_hippocampus;gtex7_brain_cerebellum,-,gtex7_testis,NA,NA,NA,NA,NA,NA
FUK,ENSG00000157353,rs6499244,OA_knee,OA_kneehip,16,69735271,197258,protein_coding,-778906,0,50,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.439453528,0.000504667,NA,NA,0
COG4,ENSG00000103051,rs6499244,OA_knee,OA_kneehip,16,69735271,25839,protein_coding,-822197,0,50,_coloc_,NA,NA,NA,NA,gtex7_brain_nucleus_accumbens_basal_ganglia,-,-,NA,NA,NA,NA,NA,congenital disorders of glycosylation|congenital disorders of glycosylation
SF3B3,ENSG00000189091,rs6499244,OA_knee,OA_kneehip,16,69735271,23450,protein_coding,-876302,0,50,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.143043978,0.036453526,NA
IL34,ENSG00000157368,rs6499244,OA_knee,OA_kneehip,16,69735271,146433,protein_coding,-959314,0,50,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.480696361,0.043877447,NA
CYBA,ENSG00000051523,rs1126464,OA,NA,16,89704365,1535,protein_coding,986805,0,51,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,increased bone mineral content,NA,NA,0.621756036,5.24E-05,"granulomatous disease, chronic|granulomatous disease, chronic"
CDT1,ENSG00000167513,rs1126464,OA,NA,16,89704365,81620,protein_coding,828699,0,51,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.428261074,0.012952763,growth disorders|micrognathism
GALNS,ENSG00000141012,rs1126464,OA,NA,16,89704365,2588,protein_coding,780987,0,51,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal cartilage morphology; increased width of hypertrophic chondrocyte zone; abnormal long bone epiphyseal plate proliferative zone; abnormal long bone epiphyseal plate morphology,NA,NA,0.137313696,0.029533567,mucopolysaccharidosis iv|mucopolysaccharidosis iv
ANKRD11,ENSG00000167522,rs1126464,OA,NA,16,89704365,29123,protein_coding,147396,1,51,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal metopic suture morphology; kyphosis; abnormal nasal bone morphology; abnormal frontonasal suture morphology; short nasal bone; decreased bone mineral density; domed cranium; decreased osteoclast cell number; decreased compact bone area; increased cranium width; abnormal craniofacial bone morphology; short frontal bone; enlarged parietal bone; abnormal bone structure; decreased bone mass,NA,NA,NA,NA,"abnormalities, multiple|abnormalities, multiple|monosomy"
SPG7,ENSG00000197912,rs1126464,OA,NA,16,89704365,6687,protein_coding,80189,1,51,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,scoliosis,NA,NA,NA,NA,"spastic paraplegia, hereditary|spastic paraplegia, hereditary"
DPEP1,ENSG00000015413,rs1126464,OA,NA,16,89704365,1800,protein_coding,0,1,51,Missense_,missense_variant,0.891640697,NA,NA,-,-,-,NA,NA,NA,NA,NA,0
CHMP1A,ENSG00000131165,rs1126464,OA,NA,16,89704365,5119,protein_coding,-19888,1,51,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_pancreas;gtex7_small_intestine_terminal_ileum;gtex7_colon_sigmoid;gtex7_esophagus_gastroesophageal_junction;gtex7_skin_not_sun_exposed_suprapubic,gtex7_esophagus_muscularis,gtex7_esophagus_gastroesophageal_junction,NA,NA,NA,NA,NA,olivopontocerebellar atrophies|olivopontocerebellar atrophies
SPATA2L,ENSG00000158792,rs1126464,OA,NA,16,89704365,124044,protein_coding,-63748,1,51,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_muscle_skeletal,NA,NA,NA,NA,NA,0
ZNF276,ENSG00000158805,rs1126464,OA,NA,16,89704365,92822,protein_coding,-102946,1,51,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.175323884,0.044219932,0
FANCA,ENSG00000187741,rs1126464,OA,NA,16,89704365,2175,protein_coding,-178700,1,51,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal cranium morphology,NA,NA,NA,NA,fanconi anemia|fanconi anemia
MC1R,ENSG00000258839,rs1126464,OA,NA,16,89704365,4157,protein_coding,-283020,1,51,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.169377836,0.048190921,"melanoma|albinism, oculocutaneous|nevus|drug-related side effects and adverse reactions|photosensitivity disorders|melanoma|albinism, oculocutaneous"
TUBB3,ENSG00000258947,rs1126464,OA,NA,16,89704365,10381,protein_coding,-300804,1,51,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.371048358,0.006926882,"malformations of cortical development|ocular motility disorders|eye diseases, hereditary|malformations of cortical development"
AFG3L1P,ENSG00000223959,rs1126464,OA,NA,16,89704365,172,transcribed_unitary_pseudogene,-364204,1,51,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.169831305,0.035970126,NA
MYO1C,ENSG00000197879,rs35087650,OA_knee,NA,17,2058349,4641,protein_coding,662243,0,52,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone mineral density,NA,NA,NA,NA,deafness
SERPINF1,ENSG00000132386,rs35087650,OA_knee,NA,17,2058349,5176,protein_coding,377481,1,52,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased osteoid thickness; decreased bone trabecula number; abnormal bone mineralization; decreased trabecular bone volume; decreased bone strength,NA,NA,NA,NA,osteogenesis imperfecta|osteogenesis imperfecta|osteogenesis imperfecta
RPA1,ENSG00000132383,rs35087650,OA_knee,NA,17,2058349,6117,protein_coding,254973,1,52,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.187645059,0.020961323,NA,NA,0
DPH1,ENSG00000108963,rs35087650,OA_knee,NA,17,2058349,1801,protein_coding,111625,1,52,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,short nasal bone; mandible hypoplasia; short Meckel's cartilage; absent palatine bone; abnormal skeleton development; abnormal craniofacial bone morphology; small nasal bone; decreased cranium length; short mandible; small cranium; micrognathia,NA,NA,-0.186736825,0.018788892,neurodevelopmental disorders
HIC1,ENSG00000177374,rs35087650,OA_knee,NA,17,2058349,3090,protein_coding,91814,1,52,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,acrania,NA,NA,0.616953815,0.000275104,classical lissencephalies and subcortical band heterotopias
SMG6,ENSG00000070366,rs35087650,OA_knee,NA,17,2058349,23293,protein_coding,0,1,52,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.172981726,0.046886812,0
HNRNPA1P16,ENSG00000262333,rs35087650,OA_knee,NA,17,2058349,NA,processed_pseudogene,-152660,1,52,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.341408481,0.027819854,NA
TSR1,ENSG00000167721,rs35087650,OA_knee,NA,17,2058349,55720,protein_coding,-182452,1,52,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.198781189,0.037598379,0
MNT,ENSG00000070444,rs35087650,OA_knee,NA,17,2058349,4335,protein_coding,-246063,1,52,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal viscerocranium morphology; absent palatine bone; small mandible; small occipital bone; abnormal neurocranium morphology; small interparietal bone; small cranium,NA,NA,NA,NA,0
METTL16,ENSG00000127804,rs35087650,OA_knee,NA,17,2058349,79066,protein_coding,-356836,1,52,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.15848286,0.041588316,0
BLMH,ENSG00000108578,rs2953013,OA_kneehip,NA,17,29496343,642,protein_coding,877269,0,53,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.164158426,0.017111092,NA,NA,"neoplasm recurrence, local"
CTD-2349P21.5,ENSG00000263603,rs2953013,OA_kneehip,NA,17,29496343,NA,lincRNA,438123,1,53,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_artery_aorta,NA,NA,NA,NA,NA,NA
CTD-2349P21.9,ENSG00000266490,rs2953013,OA_kneehip,NA,17,29496343,NA,lincRNA,376492,1,53,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_colon_sigmoid;gtex7_pituitary,NA,NA,NA,NA,NA,NA
RNF135,ENSG00000181481,rs2953013,OA_kneehip,NA,17,29496343,84282,protein_coding,169414,1,53,_BoneDis_DEGmRNA,NA,NA,NA,yes,-,-,-,NA,NA,NA,0.172206368,0.005821962,"bone diseases, developmental|megalencephaly"
RP11-271K11.5,ENSG00000265798,rs2953013,OA_kneehip,NA,17,29496343,NA,transcribed_unprocessed_pseudogene,110204,1,53,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_breast_mammary_tissue,NA,NA,NA,NA,NA,NA
NF1,ENSG00000196712,rs2953013,OA_kneehip,NA,17,29496343,4763,protein_coding,0,1,53,_coloc_MetaXcan_Animal-skeletal_,NA,NA,NA,NA,gtex7_artery_tibial,-,gtex7_artery_tibial;gtex7_brain_amygdala;gtex7_liver,fragile skeleton; increased compact bone volume; abnormal osteoblast cell number; decreased bone mineral density; abnormal osteoid morphology; abnormal cartilage morphology; abnormal bone marrow morphology; increased osteoid thickness; abnormal bone healing; increased osteoclast cell number; abnormal endochondral bone ossification,NA,NA,NA,NA,"monosomy|neurofibromatosis 1|neurofibromatoses|neurofibromatoses|leukemia, myelomonocytic, juvenile|neurofibromatoses|neurofibromatosis 1|neurofibromatosis 1|trisomy"
OMG,ENSG00000126861,rs2953013,OA_kneehip,NA,17,29496343,4974,protein_coding,-128214,1,53,_coloc_piccolo_,NA,NA,NA,NA,gtex7_cells_transformed_fibroblasts,Macro-Listeria;gtex7_whole_blood,-,NA,NA,NA,NA,NA,NA
EVI2B,ENSG00000185862,rs2953013,OA_kneehip,NA,17,29496343,2124,protein_coding,-144787,1,53,_piccolo_DEGmRNA,NA,NA,NA,NA,-,Mono-LPS-2h;gtex7_whole_blood,-,NA,NA,NA,0.692120131,0.000338786,0
EVI2A,ENSG00000126860,rs2953013,OA_kneehip,NA,17,29496343,2123,protein_coding,-152559,1,53,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.675710081,1.99E-05,NA
RAB11FIP4,ENSG00000131242,rs2953013,OA_kneehip,NA,17,29496343,84440,protein_coding,-368893,1,53,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.38337933,0.006648525,NA
UTP6,ENSG00000108651,rs2953013,OA_kneehip,NA,17,29496343,55813,protein_coding,-732441,0,53,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.181811384,0.00864114,0
SUZ12,ENSG00000178691,rs2953013,OA_kneehip,NA,17,29496343,23512,protein_coding,-831721,0,53,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased rib number; abnormal sternum morphology; cervical vertebral transformation; diastematomyelia; thoracic vertebral transformation; lumbar vertebral transformation; vertebral transformation,NA,NA,NA,NA,"sarcoma, endometrial stromal"
RHOT1,ENSG00000126858,rs2953013,OA_kneehip,NA,17,29496343,55288,protein_coding,-1084050,0,53,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,kyphosis,NA,NA,NA,NA,0
DCAKD,ENSG00000172992,rs62063281,OA_hip,NA,17,44038785,79877,protein_coding,900308,0,"54,55",_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.229877093,0.026625776,NA,NA,0
FMNL1,ENSG00000184922,rs62063281,OA_hip,NA,17,44038785,752,protein_coding,714098,0,"54,55",_MetaXcan_DEGmRNA,NA,NA,NA,NA,-,-,gtex7_brain_cerebellar_hemisphere,NA,NA,NA,0.541727693,0.006926882,0
ARHGAP27,ENSG00000159314,rs62063281,OA_hip,NA,17,44038785,201176,protein_coding,526998,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_cells_ebv-transformed_lymphocytes;gtex7_esophagus_mucosa;gtex7_skin_not_sun_exposed_suprapubic,NA,NA,NA,NA,NA,0
PLEKHM1,ENSG00000225190,rs62063281,OA_hip,NA,17,44038785,9842,protein_coding,470670,1,"54,55",_MetaXcan_Animal-skeletal_,NA,NA,NA,NA,-,-,gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_cells_transformed_fibroblasts;gtex7_muscle_skeletal,decreased osteoblast cell number; short tibia; increased bone mineral content; abnormal vertebrae morphology; increased bone trabecula number; abnormal osteoclast physiology; decreased bone mineralization; decreased bone ossification; increased trabecular bone volume; decreased bone resorption; abnormal osteoclast morphology; increased trabecular bone mass; decreased bone trabecular spacing,NA,NA,NA,NA,osteopetrosis|osteopetrosis
RP11-798G7.8,ENSG00000266918,rs62063281,OA_hip,NA,17,44038785,NA,TEC,427581,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_cerebellar_hemisphere,NA,NA,NA,NA,NA,NA
LRRC37A4P,ENSG00000214425,rs62063281,OA_hip,NA,17,44038785,NA,transcribed_unprocessed_pseudogene,411084,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_adrenal_gland;gtex7_artery_coronary;gtex7_artery_tibial;gtex7_brain_amygdala;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cortex;gtex7_brain_frontal_cortex_ba9;gtex7_brain_hippocampus;gtex7_brain_hypothalamus;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_brain_spinal_cord_cervical_c-1;gtex7_brain_substantia_nigra;gtex7_breast_mammary_tissue;gtex7_cells_ebv-transformed_lymphocytes;gtex7_cells_transformed_fibroblasts;gtex7_colon_sigmoid;gtex7_colon_transverse;gtex7_esophagus_gastroesophageal_junction;gtex7_esophagus_mucosa;gtex7_esophagus_muscularis;gtex7_heart_atrial_appendage;gtex7_heart_left_ventricle;gtex7_minor_salivary_gland;gtex7_muscle_skeletal;gtex7_nerve_tibial;gtex7_ovary;gtex7_pancreas;gtex7_prostate;gtex7_skin_not_sun_exposed_suprapubic;gtex7_small_intestine_terminal_ileum;gtex7_spleen;gtex7_stomach;gtex7_testis;gtex7_thyroid;gtex7_uterus;gtex7_vagina;gtex7_whole_blood,NA,NA,NA,NA,NA,NA
DND1P1,ENSG00000264070,rs62063281,OA_hip,NA,17,44038785,NA,processed_pseudogene,374490,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_adrenal_gland;gtex7_artery_aorta;gtex7_artery_coronary;gtex7_artery_tibial;gtex7_brain_amygdala;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cortex;gtex7_brain_frontal_cortex_ba9;gtex7_brain_hippocampus;gtex7_brain_hypothalamus;gtex7_brain_putamen_basal_ganglia;gtex7_breast_mammary_tissue;gtex7_cells_ebv-transformed_lymphocytes;gtex7_cells_transformed_fibroblasts;gtex7_colon_sigmoid;gtex7_colon_transverse;gtex7_esophagus_gastroesophageal_junction;gtex7_esophagus_mucosa;gtex7_esophagus_muscularis;gtex7_heart_atrial_appendage;gtex7_heart_left_ventricle;gtex7_lung;gtex7_muscle_skeletal;gtex7_nerve_tibial;gtex7_pancreas;gtex7_pituitary;gtex7_prostate;gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg;gtex7_small_intestine_terminal_ileum;gtex7_stomach;gtex7_testis;gtex7_thyroid;gtex7_uterus;gtex7_vagina;gtex7_whole_blood,NA,NA,NA,NA,NA,NA
RPS26P8,ENSG00000204652,rs62063281,OA_hip,NA,17,44038785,NA,processed_pseudogene,352501,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_artery_tibial;gtex7_breast_mammary_tissue;gtex7_colon_sigmoid;gtex7_nerve_tibial;gtex7_ovary;gtex7_pituitary;gtex7_skin_sun_exposed_lower_leg;gtex7_small_intestine_terminal_ileum;gtex7_thyroid;gtex7_vagina,NA,NA,NA,NA,NA,NA
CRHR1,ENSG00000120088,rs62063281,OA_hip,NA,17,44038785,"1,049,091,341,394",protein_coding,125591,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_adipose_visceral_omentum;gtex7_esophagus_muscularis;gtex7_thyroid,NA,NA,NA,NA,NA,0
SPPL2C,ENSG00000185294,rs62063281,OA_hip,NA,17,44038785,162540,protein_coding,114347,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum,NA,NA,NA,NA,NA,0
MAPT,ENSG00000186868,rs62063281,OA_hip,NA,17,44038785,4137,protein_coding,0,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_cerebellum;gtex7_esophagus_mucosa;gtex7_lung;gtex7_testis,NA,NA,NA,NA,NA,"parkinson disease|primary progressive nonfluent aphasia|supranuclear palsy, progressive|supranuclear palsy, progressive|supranuclear palsy, progressive|parkinson disease|primary progressive nonfluent aphasia|frontotemporal dementia|parkinson disease|frontotemporal dementia|supranuclear palsy, progressive|frontotemporal dementia|pick disease of the brain"
RP11-259G18.3,ENSG00000262539,rs62063281,OA_hip,NA,17,44038785,NA,processed_pseudogene,-299187,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_adrenal_gland;gtex7_artery_aorta;gtex7_artery_coronary;gtex7_artery_tibial;gtex7_brain_amygdala;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum;gtex7_brain_cortex;gtex7_brain_frontal_cortex_ba9;gtex7_brain_hippocampus;gtex7_brain_hypothalamus;gtex7_brain_spinal_cord_cervical_c-1;gtex7_brain_substantia_nigra;gtex7_breast_mammary_tissue;gtex7_cells_transformed_fibroblasts;gtex7_colon_sigmoid;gtex7_esophagus_gastroesophageal_junction;gtex7_esophagus_mucosa;gtex7_esophagus_muscularis;gtex7_heart_atrial_appendage;gtex7_heart_left_ventricle;gtex7_lung;gtex7_minor_salivary_gland;gtex7_muscle_skeletal;gtex7_nerve_tibial;gtex7_ovary;gtex7_pancreas;gtex7_pituitary;gtex7_prostate;gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg;gtex7_spleen;gtex7_stomach;gtex7_testis;gtex7_thyroid;gtex7_uterus;gtex7_vagina;gtex7_whole_blood,NA,NA,NA,NA,NA,NA
RP11-259G18.1,ENSG00000261575,rs62063281,OA_hip,NA,17,44038785,NA,transcribed_unprocessed_pseudogene,-307275,1,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_artery_tibial;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_cerebellum;gtex7_brain_hypothalamus;gtex7_brain_putamen_basal_ganglia;gtex7_breast_mammary_tissue;gtex7_cells_ebv-transformed_lymphocytes;gtex7_colon_sigmoid;gtex7_colon_transverse;gtex7_esophagus_gastroesophageal_junction;gtex7_esophagus_mucosa;gtex7_esophagus_muscularis;gtex7_heart_left_ventricle;gtex7_lung;gtex7_muscle_skeletal;gtex7_nerve_tibial;gtex7_pancreas;gtex7_prostate;gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg;gtex7_spleen;gtex7_testis;gtex7_thyroid;gtex7_uterus,NA,NA,NA,NA,NA,NA
RP11-995C19.2,ENSG00000266497,rs62063281,OA_hip,NA,17,44038785,NA,unprocessed_pseudogene,-547920,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_esophagus_gastroesophageal_junction,NA,NA,NA,NA,NA,NA
LRRC37A2,ENSG00000238083,rs62063281,OA_hip,NA,17,44038785,474170,protein_coding,-594231,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adipose_subcutaneous;gtex7_adipose_visceral_omentum;gtex7_adrenal_gland;gtex7_artery_aorta;gtex7_artery_coronary;gtex7_artery_tibial;gtex7_brain_amygdala;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum;gtex7_brain_hippocampus;gtex7_brain_putamen_basal_ganglia;gtex7_brain_spinal_cord_cervical_c-1;gtex7_brain_substantia_nigra;gtex7_breast_mammary_tissue;gtex7_colon_sigmoid;gtex7_colon_transverse;gtex7_esophagus_gastroesophageal_junction;gtex7_esophagus_mucosa;gtex7_esophagus_muscularis;gtex7_heart_atrial_appendage;gtex7_heart_left_ventricle;gtex7_lung;gtex7_minor_salivary_gland;gtex7_nerve_tibial;gtex7_ovary;gtex7_pancreas;gtex7_pituitary;gtex7_prostate;gtex7_skin_not_sun_exposed_suprapubic;gtex7_stomach;gtex7_thyroid;gtex7_uterus;gtex7_vagina;gtex7_whole_blood,NA,NA,NA,NA,NA,0
ARL17A,ENSG00000185829,rs62063281,OA_hip,NA,17,44038785,"10,050,608,451,326",protein_coding,-618263,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_adrenal_gland;gtex7_artery_coronary;gtex7_brain_amygdala;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_brain_caudate_basal_ganglia;gtex7_brain_cerebellar_hemisphere;gtex7_brain_cerebellum;gtex7_brain_cortex;gtex7_brain_frontal_cortex_ba9;gtex7_brain_hippocampus;gtex7_brain_hypothalamus;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_brain_putamen_basal_ganglia;gtex7_colon_sigmoid;gtex7_heart_atrial_appendage;gtex7_heart_left_ventricle;gtex7_muscle_skeletal;gtex7_pituitary;gtex7_thyroid,NA,NA,NA,NA,NA,0
NSF,ENSG00000073969,rs62063281,OA_hip,NA,17,44038785,4905,protein_coding,-796045,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_cells_transformed_fibroblasts;gtex7_esophagus_mucosa;gtex7_ovary,NA,NA,NA,NA,NA,0
WNT3,ENSG00000108379,rs62063281,OA_hip,NA,17,44038785,7473,protein_coding,-871735,0,"54,55",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_artery_aorta;gtex7_esophagus_gastroesophageal_junction;gtex7_pancreas;gtex7_pituitary;gtex7_testis,NA,NA,NA,NA,NA,ectromelia
GOSR2,ENSG00000108433,rs62063281,OA_hip,NA,17,44038785,9570,protein_coding,-1014105,0,"54,55",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.182394118,0.006071883,"myoclonic epilepsies, progressive|myoclonic epilepsy, juvenile"
DCAKD,ENSG00000172992,rs547116051,OA,NA,17,44057886,79877,protein_coding,919409,0,"54,55",_coloc_DEGProt_,NA,NA,NA,NA,gtex7_nerve_tibial;gtex7_minor_salivary_gland;gtex7_vagina;gtex7_colon_transverse,-,-,NA,-0.229877093,0.026625776,NA,NA,0
NMT1,ENSG00000136448,rs547116051,OA,NA,17,44057886,4836,protein_coding,871502,0,"54,55",_coloc_,NA,NA,NA,NA,gtex7_heart_left_ventricle;gtex7_artery_tibial;gtex7_brain_caudate_basal_ganglia;gtex7_brain_anterior_cingulate_cortex_ba24;gtex7_artery_aorta;gtex7_nerve_tibial;gtex7_prostate;gtex7_pituitary;gtex7_artery_coronary;gtex7_pancreas;gtex7_esophagus_gastroesophageal_junction;gtex7_lung;gtex7_breast_mammary_tissue;gtex7_brain_hippocampus;gtex7_esophagus_mucosa;gtex7_stomach;gtex7_colon_sigmoid;gtex7_skin_sun_exposed_lower_leg;gtex7_heart_atrial_appendage;gtex7_brain_cerebellum;gtex7_esophagus_muscularis;gtex7_adipose_subcutaneous;gtex7_thyroid;gtex7_adipose_visceral_omentum;gtex7_liver,-,-,NA,NA,NA,NA,NA,0
FMNL1,ENSG00000184922,rs547116051,OA,NA,17,44057886,752,protein_coding,733199,0,"54,55",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.541727693,0.006926882,0
PLEKHM1,ENSG00000225190,rs547116051,OA,NA,17,44057886,9842,protein_coding,489771,1,"54,55",_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_brain_hippocampus,-,-,decreased osteoblast cell number; short tibia; increased bone mineral content; abnormal vertebrae morphology; increased bone trabecula number; abnormal osteoclast physiology; decreased bone mineralization; decreased bone ossification; increased trabecular bone volume; decreased bone resorption; abnormal osteoclast morphology; increased trabecular bone mass; decreased bone trabecular spacing,NA,NA,NA,NA,osteopetrosis|osteopetrosis
GOSR2,ENSG00000108433,rs547116051,OA,NA,17,44057886,9570,protein_coding,-995004,0,"54,55",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.182394118,0.006071883,"myoclonic epilepsies, progressive|myoclonic epilepsy, juvenile"
BCAS3,ENSG00000141376,rs7222178,OA_hip,NA,17,59652282,54828,protein_coding,182083,1,56,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.207165917,0.035839925,0
TBX2,ENSG00000121068,rs7222178,OA_hip,NA,17,59652282,6909,protein_coding,165455,1,56,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.617428054,0.006012737,monosomy
TBX4,ENSG00000121075,rs7222178,OA_hip,NA,17,59652282,9496,protein_coding,89811,1,56,_BoneDis_Animal-skeletal_DEGmRNA,NA,NA,NA,yes,-,-,-,abnormal pelvic girdle bone morphology; abnormal ischium morphology; abnormal metatarsal bone morphology; short tibia; abnormal patella morphology; fused phalanges; short femur; abnormal fibula morphology; fused tarsal bones; absent femur; short fibula,NA,NA,-0.440249286,5.26E-06,"familial primary pulmonary hypertension|clubfoot|monosomy|bone diseases, developmental"
LINC01152,ENSG00000256124,rs8067763,OA_knee,NA,17,70012939,NA,lincRNA,-24499,1,57,_coloc_,NA,NA,NA,NA,gtex7_cells_transformed_fibroblasts,-,-,NA,NA,NA,NA,NA,NA
