geneid	chr	s1	s2
ENSG00000120694	chr13	31134974	31162388
ENSG00000120696	chr13	41189833	41194566
ENSG00000120697	chr13	36949775	37000261
ENSG00000120699	chr13	36998816	37009613
ENSG00000120705	chr5	138506095	138543300
ENSG00000120708	chr5	136028895	136063818
ENSG00000120709	chr5	138331935	138349729
ENSG00000120725	chr5	138946720	139293557
ENSG00000120727	chr5	139341587	139369720
ENSG00000120733	chr5	138352596	138437028
ENSG00000120738	chr5	138465490	138469315
ENSG00000120742	chr3	150541994	150603228
ENSG00000120784	chr19	37613749	37692337
ENSG00000120798	chr12	95020229	95073703
ENSG00000120800	chr12	101280109	101386616
ENSG00000120802	chr12	98515512	98550379
ENSG00000120805	chr12	101393120	101407820
ENSG00000120820	chr12	103988984	104064183
ENSG00000120833	chr12	93569814	93583487
ENSG00000120837	chr12	104117077	104138289
ENSG00000120860	chr12	102012927	102062149
ENSG00000120868	chr12	98645141	98735433
ENSG00000120875	chr8	29333064	29350668
ENSG00000120885	chr8	27596917	27615031
ENSG00000120889	chr8	23020133	23069179
ENSG00000120896	chr8	22544986	22575788
ENSG00000120899	chr8	27311482	27459391
ENSG00000120910	chr8	22440819	22541142
ENSG00000120913	chr8	22578279	22598025
ENSG00000120925	chr8	42849637	42897290
ENSG00000120942	chr1	11273206	11296049
ENSG00000120948	chr1	11012344	11026420
ENSG00000120963	chr8	101177878	101206193
ENSG00000120992	chr8	54046367	54102017
ENSG00000121005	chr8	74984515	75034558
ENSG00000121022	chr8	67043079	67083783
ENSG00000121039	chr8	73294612	73325281
ENSG00000121057	chr17	57085092	57121349
ENSG00000121058	chr17	56938187	56961054
ENSG00000121060	chr17	56887909	56914038
ENSG00000121064	chr17	56978105	57006768
ENSG00000121067	chr17	49598884	49678234
ENSG00000121068	chr17	61399896	61409466
ENSG00000121073	chr17	49700943	49709014
ENSG00000121075	chr17	61452404	61485110
ENSG00000121104	chr17	49710332	49789180
ENSG00000121210	chr4	153466346	153636711
ENSG00000121274	chr16	50152918	50235310
ENSG00000121281	chr16	50246137	50318135
ENSG00000121289	chr19	32875925	32971991
ENSG00000121297	chr19	31274945	31349547
ENSG00000121350	chr12	21437615	21471252
ENSG00000121390	chr13	19674752	19783019
ENSG00000121406	chr19	57527325	57557542
ENSG00000121413	chr19	58083838	58118427
ENSG00000121417	chr19	57630395	57642779
ENSG00000121440	chr3	73382433	73624940
ENSG00000121481	chr1	185045364	185102608
ENSG00000121486	chr1	185118098	185157072
ENSG00000121542	chr3	123201927	123274130
ENSG00000121570	chr3	109326141	109337572
ENSG00000121577	chr3	119636457	119665324
ENSG00000121578	chr3	119211732	119241103
ENSG00000121579	chr3	113716460	113746300
ENSG00000121644	chr1	244652935	244709033
ENSG00000121671	chr11	45847118	45883248
ENSG00000121680	chr11	45909669	45918812
ENSG00000121691	chr11	34438925	34472062
ENSG00000121741	chr13	19958670	20091829
ENSG00000121749	chr12	71839707	71927248
ENSG00000121753	chr1	31727117	31764893
ENSG00000121766	chr1	31296982	31364953
ENSG00000121769	chr1	31365625	31376850
ENSG00000121774	chr1	32013829	32060850
ENSG00000121775	chr1	32072031	32102866
ENSG00000121851	chr1	145964702	145978848
ENSG00000121864	chr3	179322991	179338583
ENSG00000121879	chr3	179148114	179240093
ENSG00000121892	chr4	39822863	39977956
ENSG00000121897	chr4	39458587	39485109
ENSG00000121903	chr1	33472645	33496507
ENSG00000121904	chr1	33513999	34165842
ENSG00000121931	chr1	110947185	110964079
ENSG00000121940	chr1	108929508	108963457
ENSG00000121964	chr2	143938068	144332568
ENSG00000121988	chr2	135136916	135531236
ENSG00000121989	chr2	147844517	147930826
ENSG00000122008	chr5	75511756	75601144
ENSG00000122026	chr13	27251309	27256691
ENSG00000122033	chr13	27435643	27450591
ENSG00000122034	chr13	27424544	27435823
ENSG00000122042	chr13	29764371	29850684
ENSG00000122068	chr3	197737179	197787596
ENSG00000122085	chr2	241072169	241102332
ENSG00000122126	chrX	129539849	129592561
ENSG00000122140	chr9	135499984	135504673
ENSG00000122176	chr1	203340628	203351489
ENSG00000122203	chr5	176346061	176361968
ENSG00000122218	chr1	160289273	160343400
ENSG00000122257	chr16	24537693	24572863
ENSG00000122299	chr16	11750586	11797267
ENSG00000122335	chr6	158109515	158168280
ENSG00000122359	chr10	80150889	80205572
ENSG00000122367	chr10	86668449	86736068
ENSG00000122376	chr10	87094161	87191468
ENSG00000122378	chr10	80407829	80437115
ENSG00000122386	chr16	3112560	3120517
ENSG00000122390	chr16	3443611	3486963
ENSG00000122406	chr1	92831983	92841924
ENSG00000122417	chr1	86346824	86396342
ENSG00000122420	chr1	78303884	78539749
ENSG00000122435	chr1	100133150	100150497
ENSG00000122482	chr1	90915298	91022272
ENSG00000122484	chr1	92298965	92402056
ENSG00000122490	chr18	79902420	79951664
ENSG00000122507	chr7	33129244	33606068
ENSG00000122512	chr7	5973239	6009125
ENSG00000122515	chr7	44748581	44769881
ENSG00000122545	chr7	35800932	35907105
ENSG00000122550	chr7	23105758	23177914
ENSG00000122557	chr7	35632659	35695571
ENSG00000122565	chr7	26201162	26213356
ENSG00000122566	chr7	26189927	26201529
ENSG00000122591	chr7	22889371	23014130
ENSG00000122641	chr7	41667168	41705834
ENSG00000122642	chr7	32957404	33006931
ENSG00000122643	chr7	33014113	33062797
ENSG00000122644	chr7	12686856	12690934
ENSG00000122678	chr7	44072247	44082540
ENSG00000122687	chr7	2234231	2242198
ENSG00000122691	chr7	19020991	19117672
ENSG00000122692	chr9	33041764	33076659
ENSG00000122694	chr9	36136536	36163913
ENSG00000122696	chr9	37879400	37904353
ENSG00000122705	chr9	36190856	36304781
ENSG00000122707	chr9	36036433	36124451
ENSG00000122729	chr9	32384603	32454769
ENSG00000122741	chr9	37800502	37867666
ENSG00000122778	chr7	138831381	138981318
ENSG00000122779	chr7	138460334	138589993
ENSG00000122783	chr7	135092363	135170795
ENSG00000122786	chr7	134744252	134970728
ENSG00000122861	chr10	73909177	73917497
ENSG00000122863	chr10	71964365	72013564
ENSG00000122873	chr10	58269058	58289586
ENSG00000122877	chr10	62811996	62919900
ENSG00000122882	chr10	73130155	73169055
ENSG00000122884	chr10	73007217	73096974
ENSG00000122912	chr10	68477999	68527474
ENSG00000122952	chr10	56357228	56361275
ENSG00000122958	chr10	69123512	69172861
ENSG00000122965	chr12	113816738	113966371
ENSG00000122970	chr12	110124335	110218797
ENSG00000123064	chr12	113157174	113185479
ENSG00000123066	chr12	115953872	116277338
ENSG00000123091	chr1	51236271	51273455
ENSG00000123094	chr12	25959029	26079892
ENSG00000123095	chr12	26120026	26125127
ENSG00000123096	chr12	26121991	26299290
ENSG00000123104	chr12	26336515	26833198
ENSG00000123106	chr12	28133249	28581511
ENSG00000123124	chr8	86342738	86478420
ENSG00000123130	chrX	23702253	23766475
ENSG00000123131	chrX	23664262	23686399
ENSG00000123136	chr19	14408819	14419383
ENSG00000123143	chr19	14433053	14471867
ENSG00000123144	chr19	12730640	12734775
ENSG00000123146	chr19	14380501	14408725
ENSG00000123159	chr19	14477760	14496149
ENSG00000123178	chr13	49912706	49936490
ENSG00000123179	chr13	49660723	49691475
ENSG00000123191	chr13	51930436	52012125
ENSG00000123200	chr13	45954465	46052759
ENSG00000123213	chr5	65722196	65871725
ENSG00000123240	chr10	13099449	13138308
ENSG00000123243	chr10	7559270	7666998
ENSG00000123268	chr12	50763710	50821122
ENSG00000123297	chr12	57782589	57808071
ENSG00000123342	chr12	55835433	55842966
ENSG00000123349	chr12	53295291	53299450
ENSG00000123352	chr12	49366584	49527424
ENSG00000123353	chr12	55817919	55821879
ENSG00000123358	chr12	52022832	52059507
ENSG00000123374	chr12	55966769	55972784
ENSG00000123384	chr12	57128493	57213351
ENSG00000123395	chr12	52069246	52077494
ENSG00000123411	chr12	56007659	56038435
ENSG00000123415	chr12	54121277	54189008
ENSG00000123416	chr12	49127782	49131397
ENSG00000123427	chr12	57771492	57782541
ENSG00000123444	chr11	47572197	47579015
ENSG00000123472	chr1	46632737	46673867
ENSG00000123473	chr1	47250139	47314147
ENSG00000123505	chr6	110874770	110895713
ENSG00000123545	chr6	96889313	96897881
ENSG00000123552	chr6	99432379	99521728
ENSG00000123562	chrX	103675496	103688158
ENSG00000123575	chrX	104166620	104195902
ENSG00000123595	chrX	13689125	13710506
ENSG00000123600	chr2	171317405	171434802
ENSG00000123607	chr2	165857475	165953843
ENSG00000123636	chr2	159318979	159616692
ENSG00000123643	chr5	151437046	151492381
ENSG00000123684	chr1	211743457	211830772
ENSG00000123728	chrX	132203024	132219480
ENSG00000123737	chr4	121801317	121817021
ENSG00000123739	chr4	109709989	109730077
ENSG00000123815	chr19	40691529	40718207
ENSG00000123836	chr1	207034366	207081024
ENSG00000123843	chr1	207088842	207099993
ENSG00000123908	chr8	140520156	140635619
ENSG00000123933	chr4	2247432	2262294
ENSG00000123975	chr9	89311198	89316703
ENSG00000123983	chr2	222860934	222944639
ENSG00000123989	chr2	219538947	219543787
ENSG00000123992	chr2	219373527	219400022
ENSG00000124006	chr2	219550729	219571859
ENSG00000124067	chr16	67943474	67969601
ENSG00000124074	chr16	67662945	67667265
ENSG00000124098	chr20	56358915	56368663
ENSG00000124104	chr20	45833810	45843275
ENSG00000124107	chr20	45252239	45254564
ENSG00000124120	chr20	44475886	44494603
ENSG00000124145	chr20	45325288	45348424
ENSG00000124151	chr20	47501902	47656877
ENSG00000124155	chr20	45416067	45456934
ENSG00000124160	chr20	46060985	46089952
ENSG00000124164	chr20	58389122	58451101
ENSG00000124172	chr20	59025467	59032382
ENSG00000124177	chr20	41402101	41618494
ENSG00000124181	chr20	41136960	41196801
ENSG00000124193	chr20	43457928	43464247
ENSG00000124198	chr20	48921890	49036693
ENSG00000124201	chr20	49237946	49278426
ENSG00000124207	chr20	49046246	49096960
ENSG00000124209	chr20	58309696	58367507
ENSG00000124214	chr20	49113339	49188367
ENSG00000124217	chr20	50958826	50963931
ENSG00000124222	chr20	58651253	58679526
ENSG00000124225	chr20	57648392	57711536
ENSG00000124226	chr20	49936336	49953892
ENSG00000124228	chr20	49219295	49244077
ENSG00000124243	chr20	50794894	50882676
ENSG00000124275	chr5	7851186	7906025
ENSG00000124279	chr5	7859159	7869037
ENSG00000124299	chr19	33386950	33521794
ENSG00000124313	chrX	53225828	53321350
ENSG00000124333	chrX	155881293	155943769
ENSG00000124356	chr2	73828916	73873659
ENSG00000124357	chr2	71064344	71079805
ENSG00000124370	chr2	71109684	71130239
ENSG00000124380	chr2	69893560	69905575
ENSG00000124383	chr2	71130314	71150101
ENSG00000124422	chr17	20999593	21043760
ENSG00000124440	chr19	46297046	46343433
ENSG00000124444	chr19	43596392	43601157
ENSG00000124459	chr19	43912629	43935278
ENSG00000124486	chrX	41085635	41236579
ENSG00000124508	chr6	26383096	26394874
ENSG00000124523	chr6	13574529	13615158
ENSG00000124532	chr6	24402908	24426194
ENSG00000124535	chr6	2765414	2786952
ENSG00000124541	chr6	43021645	43034156
ENSG00000124562	chr6	34757406	34773794
ENSG00000124570	chr6	2948159	2972165
ENSG00000124571	chr6	43522330	43576075
ENSG00000124574	chr6	43427366	43450430
ENSG00000124587	chr6	42963870	42979220
ENSG00000124588	chr6	2987987	3028869
ENSG00000124596	chr6	41033627	41097787
ENSG00000124608	chr6	44299654	44313326
ENSG00000124613	chr6	27374615	27403904
ENSG00000124615	chr6	39899578	39934551
ENSG00000124641	chr6	41905354	41921139
ENSG00000124659	chr6	42744481	42746096
ENSG00000124688	chr6	43629540	43640952
ENSG00000124702	chr6	43014103	43021298
ENSG00000124733	chr6	43011143	43016868
ENSG00000124762	chr6	36676460	36687339
ENSG00000124766	chr6	21592768	21598619
ENSG00000124767	chr6	38675925	38703141
ENSG00000124782	chr6	7107597	7251980
ENSG00000124783	chr6	7268306	7347446
ENSG00000124784	chr6	7389496	7418037
ENSG00000124786	chr6	8413068	8435611
ENSG00000124787	chr6	4994732	5004063
ENSG00000124788	chr6	16299112	16761491
ENSG00000124789	chr6	17615035	17706834
ENSG00000124795	chr6	18223868	18264823
ENSG00000124802	chr6	8073360	8102578
ENSG00000124813	chr6	45328157	45664349
ENSG00000124831	chr2	237627576	237813682
ENSG00000124920	chr11	61752642	61788518
ENSG00000124942	chr11	62433542	62556235
ENSG00000125037	chr3	9962537	10011116
ENSG00000125107	chr16	58519951	58629886
ENSG00000125124	chr16	56466836	56520283
ENSG00000125148	chr16	56608199	56609497
ENSG00000125149	chr16	67109958	67148539
ENSG00000125166	chr16	58707131	58734357
ENSG00000125170	chr16	57471922	57487327
ENSG00000125247	chr13	100603927	100675093
ENSG00000125249	chr13	97434222	97469128
ENSG00000125257	chr13	95019829	95301475
ENSG00000125266	chr13	106489731	106535662
ENSG00000125304	chr13	99446311	99564006
ENSG00000125347	chr5	132481609	132490798
ENSG00000125351	chrX	119805311	119852998
ENSG00000125352	chrX	119870475	119871827
ENSG00000125354	chrX	119615724	119693370
ENSG00000125356	chrX	119871487	119876662
ENSG00000125375	chr14	50312326	50335558
ENSG00000125378	chr14	53949736	53958761
ENSG00000125384	chr14	52314305	52328606
ENSG00000125386	chr4	2536631	2732565
ENSG00000125388	chr4	2963608	3040747
ENSG00000125398	chr17	72121020	72126420
ENSG00000125430	chr17	14301083	14349404
ENSG00000125445	chr17	75261674	75266373
ENSG00000125447	chr17	75236599	75262363
ENSG00000125449	chr17	75109952	75130265
ENSG00000125450	chr17	75205659	75235758
ENSG00000125457	chr17	75266228	75271227
ENSG00000125458	chr17	75130225	75131795
ENSG00000125459	chr1	155610205	155614967
ENSG00000125482	chr9	132375548	132406851
ENSG00000125484	chr9	132670035	132694955
ENSG00000125485	chr9	132592997	132670401
ENSG00000125503	chr19	55090913	55117559
ENSG00000125505	chr19	54173412	54189882
ENSG00000125520	chr20	63739861	63743505
ENSG00000125534	chr20	63520724	63522206
ENSG00000125611	chr2	112584240	112589275
ENSG00000125629	chr2	118088452	118110997
ENSG00000125630	chr2	112541915	112577150
ENSG00000125633	chr2	117915478	118014133
ENSG00000125648	chr19	6436079	6465203
ENSG00000125650	chr19	6375148	6379058
ENSG00000125651	chr19	6379569	6393981
ENSG00000125652	chr19	6372433	6375251
ENSG00000125656	chr19	6361452	6368910
ENSG00000125675	chrX	123184153	123490915
ENSG00000125676	chrX	123600561	123733056
ENSG00000125686	chr17	39404285	39451286
ENSG00000125691	chr17	38847865	38853843
ENSG00000125703	chr1	62784135	62865513
ENSG00000125730	chr19	6677704	6730562
ENSG00000125733	chr19	6737925	6751526
ENSG00000125734	chr19	6729914	6737603
ENSG00000125741	chr19	45527427	45602212
ENSG00000125743	chr19	45687454	45692569
ENSG00000125744	chr19	45485289	45497061
ENSG00000125746	chr19	45606994	45645629
ENSG00000125753	chr19	45506579	45526983
ENSG00000125755	chr19	45815410	45863290
ENSG00000125772	chr20	5544404	5611026
ENSG00000125779	chr20	3888839	3929882
ENSG00000125812	chr20	23362182	23373063
ENSG00000125814	chr20	23374519	23421519
ENSG00000125817	chr20	3783851	3786690
ENSG00000125818	chr20	1113263	1189415
ENSG00000125821	chr20	18587893	18766644
ENSG00000125826	chr20	407498	430966
ENSG00000125827	chr20	7977348	8019829
ENSG00000125834	chr20	2101611	2177038
ENSG00000125835	chr20	2461634	2470853
ENSG00000125841	chr20	346782	359660
ENSG00000125843	chr20	3820524	3828837
ENSG00000125844	chr20	17613678	17682295
ENSG00000125846	chr20	18288283	18316996
ENSG00000125848	chr20	14322988	14337616
ENSG00000125863	chr20	10401009	10434222
ENSG00000125868	chr20	17569863	17609919
ENSG00000125870	chr20	16729961	16742563
ENSG00000125871	chr20	17968913	17991122
ENSG00000125875	chr20	435480	462553
ENSG00000125877	chr20	3208868	3223870
ENSG00000125885	chr20	5950652	5998977
ENSG00000125901	chr20	3045945	3048254
ENSG00000125912	chr19	3185563	3209575
ENSG00000125944	chr1	23303771	23344336
ENSG00000125945	chr1	23359448	23369442
ENSG00000125952	chr14	65006174	65102695
ENSG00000125962	chrX	102599168	102604159
ENSG00000125966	chr20	35226654	35277000
ENSG00000125967	chr20	33657087	33674463
ENSG00000125968	chr20	31605283	31606515
ENSG00000125970	chr20	33993646	34108308
ENSG00000125971	chr20	34516409	34540958
ENSG00000125977	chr20	34088298	34112332
ENSG00000125991	chr20	35542021	35557634
ENSG00000125995	chr20	35699272	35700984
ENSG00000126001	chr20	35455164	35519280
ENSG00000126003	chr20	32192503	32207791
ENSG00000126005	chr20	35201745	35278131
ENSG00000126012	chrX	53191321	53225422
ENSG00000126016	chrX	112774503	112840815
ENSG00000126062	chr3	50354749	50359610
ENSG00000126067	chr1	35599544	35641844
ENSG00000126070	chr1	35930718	36072500
ENSG00000126088	chr1	45012147	45015575
ENSG00000126106	chr1	44635238	44674555
ENSG00000126107	chr1	45002540	45011329
ENSG00000126214	chr14	103561896	103714249
ENSG00000126216	chr13	112485005	112588167
ENSG00000126226	chr13	113177539	113208715
ENSG00000126243	chr19	35935358	35945767
ENSG00000126247	chr19	36139575	36150353
ENSG00000126254	chr19	35629030	35637686
ENSG00000126261	chr19	34428352	34471251
ENSG00000126267	chr19	35648223	35658861
ENSG00000126351	chr17	40058290	40093867
ENSG00000126391	chr11	65386599	65413525
ENSG00000126432	chr11	64318088	64321811
ENSG00000126453	chr19	49665142	49673916
ENSG00000126456	chr19	49659569	49665875
ENSG00000126457	chr19	49675786	49689029
ENSG00000126458	chr19	49635292	49640201
ENSG00000126461	chr19	49642125	49658642
ENSG00000126464	chr19	49591643	49626439
ENSG00000126522	chr7	66075798	66093558
ENSG00000126524	chr7	66987677	66995601
ENSG00000126561	chr17	42287547	42311943
ENSG00000126581	chr17	42810134	42833350
ENSG00000126602	chr16	3651639	3717597
ENSG00000126603	chr16	4314761	4339597
ENSG00000126653	chr17	30115521	30186475
ENSG00000126698	chr1	28199456	28233025
ENSG00000126705	chr1	27534035	27604431
ENSG00000126709	chr1	27666061	27672218
ENSG00000126746	chr12	6666477	6689572
ENSG00000126749	chr12	6970893	6979941
ENSG00000126756	chrX	47651798	47659161
ENSG00000126767	chrX	47635521	47650604
ENSG00000126768	chrX	48893447	48898143
ENSG00000126773	chr14	60091911	60169133
ENSG00000126775	chr14	55366392	55411858
ENSG00000126777	chr14	55559072	55701526
ENSG00000126790	chr14	59460363	59484430
ENSG00000126804	chr14	64503712	64533690
ENSG00000126814	chr14	60971451	60981358
ENSG00000126821	chr14	63684214	63728039
ENSG00000126822	chr14	64704102	64750247
ENSG00000126858	chr17	32142454	32253374
ENSG00000126870	chr7	158856578	158956747
ENSG00000126882	chr9	131258076	131276547
ENSG00000126883	chr9	131125561	131234670
ENSG00000126903	chrX	154487306	154490690
ENSG00000126934	chr19	4090321	4124129
ENSG00000126945	chrX	101408295	101414133
ENSG00000126947	chrX	101550531	101554700
ENSG00000126953	chrX	101345659	101349196
ENSG00000126970	chrX	64915802	65034713
ENSG00000127022	chr5	179678628	179730925
ENSG00000127054	chr1	1311585	1324691
ENSG00000127080	chr9	92613184	92670265
ENSG00000127124	chr1	41506365	42035925
ENSG00000127125	chr1	42456117	42473385
ENSG00000127184	chr5	86617904	86620962
ENSG00000127191	chr9	136881912	136926607
ENSG00000127220	chr19	17292131	17310236
ENSG00000127241	chr3	187217285	187292022
ENSG00000127314	chr12	68610839	68671901
